
Image Name                     PID Session Name        Session#    Mem Usage
CodeHelper.exe               22028 Console                    4     11,216 K
conhost.exe                  23340 Console                    4      3,624 K
Code.exe                     15952 Console                    4     24,712 K
python.exe                   17300 Console                    4     26,240 K
conhost.exe                  13668 Console                    4      3,524 K
winpty-agent.exe              4336 Console                    4      5,120 K
conhost.exe                  14252 Console                    4      6,252 K
cmd.exe                      13344 Console                    4      3,220 K
chrome.exe                    8068 Console                    4     14,336 K
chrome.exe                   23152 Console                    4     22,584 K
audiodg.exe                   3916 Services                   0     42,680 K
rundll32.exe                 16548 Console                    4      1,568 K
chrome.exe                   12492 Console                    4     29,872 K
smartscreen.exe              24484 Console                    4    177,076 K
MicrosoftEdgeCP.exe           1856 Console                    4      9,232 K
MicrosoftEdgeCP.exe          24464 Console                    4      9,700 K
python.exe                   14016 Console                    4      5,296 K
conhost.exe                   9648 Console                    4      2,628 K
Code.exe                     17180 Console                    4      2,948 K
svchost.exe                  21184 Services                   0      3,964 K
python.exe                   16680 Console                    4      9,688 K
conhost.exe                  25008 Console                    4      2,204 K
svchost.exe                  18672 Services                   0      4,148 K
MicrosoftEdgeCP.exe          22984 Console                    4  1,871,084 K
taskhostw.exe                23832 Console                    4      4,188 K
chrome.exe                    4492 Console                    4     20,864 K
svchost.exe                    900 Services                   0     14,520 K
backgroundTaskHost.exe       22088 Console                    4     13,868 K
python.exe                    3172 Console                    4     10,236 K
tasklist.exe                 24924 Console                    4      7,556 K
