
Image Name                     PID Session Name        Session#    Mem Usage
conhost.exe                  21256 Console                    3      4,288 K
Taskmgr.exe                   1624 Console                    3     53,304 K
Microsoft.Photos.exe         22652 Console                    3      5,264 K
RuntimeBroker.exe            22172 Console                    3     23,112 K
WinStore.App.exe             24532 Console                    3     70,728 K
RuntimeBroker.exe             6576 Console                    3     22,428 K
Calculator.exe               16680 Console                    3     40,428 K
notepad.exe                  21048 Console                    3     12,148 K
chrome.exe                   18196 Console                    3     83,916 K
chrome.exe                   24484 Console                    3    267,484 K
rundll32.exe                 22676 Console                    3      7,648 K
smartscreen.exe               2408 Console                    3     31,860 K
chrome.exe                     940 Console                    3     21,396 K
cmd.exe                      16356 Console                    3      3,340 K
conhost.exe                   2396 Console                    3     16,800 K
tasklist.exe                 10924 Console                    3      7,520 K
